x,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
0.0,168.7450980392157,243.0196078431373,259.2267647058824,277.0980392156863,332.9908888888889,340.96061437908503,356.5973725490196,371.1372549019608,392.1094705882353,419.2352941176471
1.0,168.68627450980392,243.1176470588236,259.33503921568627,277.19607843137254,333.01153133410224,340.9410019223376,356.6830980392157,371.2352941176471,392.1051176470588,419.2549019607843
2.0,168.62745098039215,243.1960784313725,259.4475686274509,277.27450980392155,333.03472741253364,340.9213940792004,356.74613725490195,371.3333333333333,392.089,419.2745098039216
3.0,168.5686274509804,243.2745098039216,259.5643725490196,277.37254901960785,333.06048481353326,340.9017789311804,356.8257254901961,371.4509803921569,392.0611176470589,419.2941176470589
4.0,168.49019607843138,243.3333333333333,259.68543137254903,277.47058823529414,333.0888262206844,340.90176739715497,356.883,371.5686274509804,392.0214705882353,419.3137254901961
5.0,168.41176470588235,243.3921568627451,259.8107450980392,277.5686274509804,333.1201030372933,340.88216186082275,356.95015686274513,371.6862745098039,392.0112352941176,419.3529411764706
6.0,168.33333333333334,243.45098039215685,259.94033333333334,277.6862745098039,333.1538977316416,340.8625447904652,357.0271764705882,371.80392156862746,392.0304117647059,419.3921568627451
7.0,168.2549019607843,243.52941176470588,260.0741764705882,277.80392156862746,333.1905617070358,340.8429342560554,357.1140588235294,371.921568627451,392.04958823529415,419.4313725490196
8.0,168.19607843137254,243.6078431372549,260.2122745098039,277.921568627451,333.2296501345636,340.8429246443676,357.2174705882353,372.05882352941177,392.07856862745103,419.4705882352941
9.0,168.13725490196077,243.68627450980392,260.3546470588235,278.03921568627453,333.2711495578624,340.8429142637447,357.3178039215686,372.1960784313725,392.1173529411765,419.52941176470586
10.0,168.07843137254903,243.76470588235293,260.5012745098039,278.15686274509807,333.3154117647059,340.8625098039215,357.4346862745098,372.3333333333333,392.1659411764706,419.5882352941176
11.0,168.0196078431373,243.8235294117647,260.65217647058824,278.27450980392155,333.36201883890817,340.8821168781238,357.56847058823536,372.4705882352941,392.2243333333334,419.6470588235294
12.0,167.9803921568627,243.8823529411765,260.8073333333333,278.3921568627451,333.410937716263,340.9213298731257,357.71917647058825,372.6078431372549,392.2827254901961,419.7058823529412
13.0,167.94117647058823,243.94117647058823,260.9667450980392,278.5098039215686,333.46212764321416,340.96053940792,357.8868039215686,372.7450980392157,392.3607254901961,419.7647058823529
14.0,167.90196078431373,244.0,261.130431372549,278.6470588235294,333.51554825067274,340.98013648596697,358.032137254902,372.88235294117646,392.4387254901961,419.8235294117647
15.0,167.86274509803923,244.07843137254903,261.29837254901963,278.7843137254902,333.5711591695502,340.9997277970011,358.17476470588235,373.0196078431373,392.5020196078432,419.88235294117646
16.0,167.8235294117647,244.1372549019608,261.47058823529414,278.94117647058823,333.62889965397926,341.0193310265283,358.29549019607845,373.15686274509807,392.5506078431373,419.9411764705882
17.0,167.80392156862746,244.1960784313725,261.6470588235294,279.078431372549,333.6887489427144,341.03892541330254,358.4139019607843,373.3137254901961,392.5844901960784,420.0
18.0,167.7843137254902,244.2549019607843,261.84313725490193,279.2156862745098,333.75066628219923,341.03892118416,358.53,373.4705882352941,392.6036666666667,420.05882352941177
19.0,167.76470588235293,244.3333333333333,262.03921568627453,279.3529411764706,333.8146113033449,341.0585132641292,358.6830196078431,373.62745098039215,392.6816666666667,420.11764705882354
20.0,167.7450980392157,244.3921568627451,262.2549019607843,279.5098039215686,333.88054286812763,341.07811149557864,358.8533333333333,373.7843137254902,392.779274509804,420.1764705882353
21.0,167.7450980392157,244.45098039215685,262.47058823529414,279.6666666666667,333.9488050749712,341.11731487889267,359.0601764705882,373.9607843137255,392.8964901960785,420.2549019607843
22.0,167.7450980392157,244.54901960784315,262.6862745098039,279.8235294117647,334.01936485966945,341.1565217224145,359.2643333333333,374.1372549019608,393.01370588235295,420.3333333333333
23.0,167.7450980392157,244.66666666666663,262.88235294117646,279.9803921568628,334.0914909650135,341.2153341022684,359.44656862745103,374.2941176470589,393.13092156862746,420.4117647058824
24.0,167.7450980392157,244.80392156862743,263.078431372549,280.15686274509807,334.16518646674353,341.2741472510573,359.6068823529412,374.4509803921569,393.248137254902,420.5098039215686
25.0,167.7450980392157,244.90196078431373,263.27450980392155,280.3137254901961,334.24049365628605,341.3329642445213,359.7652745098039,374.6078431372549,393.3653529411765,420.6078431372549
26.0,167.76470588235293,245.0196078431373,263.47058823529414,280.4901960784314,334.31705074971165,341.39177623990776,359.922137254902,374.7647058823529,393.50217647058827,420.72549019607845
27.0,167.7843137254902,245.1372549019608,263.6666666666667,280.6666666666667,334.3948858131488,341.4505916955017,360.0793725490196,374.921568627451,393.6366666666667,420.84313725490193
28.0,167.8235294117647,245.2549019607843,263.8627450980392,280.8235294117647,334.47439984621303,341.4855959246444,360.237,375.078431372549,393.7884313725491,420.9607843137255
29.0,167.88235294117646,245.35294117647052,264.05882352941177,280.96078431372547,334.5552391387928,341.496415609381,360.3957843137255,375.2156862745098,393.93784313725496,421.078431372549
30.0,167.9607843137255,245.4705882352941,264.27450980392155,281.0980392156863,334.6377900807381,341.4638292964244,360.5724901960784,375.3725490196079,394.08492156862746,421.1960784313725
31.0,168.0392156862745,245.58823529411765,264.4901960784314,281.2352941176471,334.721831218762,341.3680076893502,360.7279019607843,375.52941176470586,394.2296666666667,421.3137254901961
32.0,168.15686274509804,245.68627450980392,264.7058823529412,281.37254901960785,334.80712226066896,341.24796539792385,360.90123529411767,375.7058823529412,394.35247058823535,421.4509803921569
33.0,168.27450980392155,245.7843137254902,264.9019607843137,281.5098039215686,334.874246059208,341.084246059208,361.0528823529412,375.8627450980392,394.512137254902,421.5686274509804
34.0,168.3921568627451,245.90196078431373,265.0980392156863,281.6470588235294,334.9624455978469,340.9160926566705,361.2028431372549,376.0196078431373,394.6694705882353,421.6862745098039
35.0,168.54901960784315,246.0,265.27450980392155,281.7647058823529,335.0525563244905,340.7249680891965,361.3707450980392,376.1764705882353,394.8244705882353,421.80392156862746
36.0,168.7058823529412,246.07843137254903,265.4313725490196,281.9019607843137,335.1638281430219,340.5101614763552,361.5173333333333,376.3137254901961,394.9967450980392,421.921568627451
37.0,168.86274509803923,246.1176470588236,265.5686274509804,282.01960784313724,335.2745724721261,340.29531757016537,361.6622352941176,376.4509803921569,395.1470588235294,422.0392156862745
38.0,169.0392156862745,246.1764705882353,265.7058823529412,282.1372549019608,335.38447251057283,340.08008035371006,361.8050588235294,376.5882352941176,395.30392156862746,422.1764705882353
39.0,169.2156862745098,246.23529411764707,265.8235294117647,282.2549019607843,335.4928269896194,339.8445328719723,361.94582352941177,376.72549019607845,395.4607843137255,422.3333333333333
40.0,169.4313725490196,246.2941176470588,265.96078431372547,282.3921568627451,335.60083737024223,339.60870011534024,362.0845294117647,376.8627450980392,395.65686274509807,422.4901960784314
41.0,169.64705882352942,246.35294117647052,266.0980392156863,282.5686274509804,335.7085916955017,339.3530426758939,362.2211372549019,376.9803921568628,395.9117647058824,422.6470588235294
42.0,169.86274509803923,246.45098039215685,266.2549019607843,282.7450980392157,335.8169111880046,339.1080680507497,362.35568627450976,377.0980392156863,396.1470588235294,422.8235294117647
43.0,170.07843137254903,246.54901960784315,266.4117647058824,282.921568627451,335.9262529796232,338.87425297962324,362.4881568627451,377.2156862745098,396.38235294117646,423.0
44.0,170.2941176470588,246.66666666666663,266.5686274509804,283.0980392156863,336.0366505190311,338.65161130334485,362.618568627451,377.3333333333333,396.6078431372549,423.1960784313725
45.0,170.50980392156862,246.76470588235293,266.7058823529412,283.27450980392155,336.1466182237602,338.45871626297577,362.7468823529412,377.4509803921569,396.8235294117647,423.3725490196079
46.0,170.72549019607845,246.86274509803923,266.83888235294114,283.4313725490196,336.2558169934641,338.275954248366,362.8927450980392,377.5882352941176,397.0196078431373,423.5490196078432
47.0,170.9607843137255,246.94117647058823,266.9676078431373,283.5686274509804,336.3627766243752,338.122168781238,363.03692156862746,377.72549019607845,397.2156862745098,423.72549019607845
48.0,171.19607843137254,247.0196078431373,267.09207843137256,283.72549019607845,336.4679296424452,337.97816493656285,363.14380392156863,377.84313725490193,397.3725490196079,423.921568627451
49.0,171.4313725490196,247.07843137254903,267.21227450980393,283.88235294117646,336.5721176470588,337.8639411764705,363.25184313725487,377.9607843137255,397.5490196078432,424.11764705882354
50.0,171.66666666666666,247.07843137254903,267.34782352941176,284.01960784313724,336.67654709727026,337.7606647443291,363.3610392156863,378.05882352941177,397.7647058823529,424.3137254901961
51.0,171.90196078431373,247.05882352941177,267.4987254901961,284.15686274509807,336.78126758938873,337.6879146482122,363.4517843137255,378.1372549019608,398.0117647058824,424.5098039215686
52.0,172.15686274509804,247.05882352941177,267.66496078431373,284.29411764705884,336.8862668204537,337.6260903498654,363.5436862745098,378.2156862745098,398.2705882352941,424.7058823529412
53.0,172.41176470588235,247.09803921568627,267.8269411764706,284.45098039215685,336.9915151864668,337.5751426374471,363.6563529411765,378.2941176470589,398.521568627451,424.921568627451
54.0,172.66666666666666,247.1960784313725,268.0042549019608,284.5882352941176,337.0969746251442,337.5350726643598,363.7505294117647,378.3529411764706,398.7450980392157,425.1372549019608
55.0,172.94117647058823,247.31372549019608,268.1773137254902,284.72549019607845,337.202200307574,337.4858277585544,363.8650980392157,378.4117647058824,399.0,425.3529411764706
56.0,173.2156862745098,247.4313725490196,268.3461176470588,284.88235294117646,337.306399077278,337.46620299884654,363.96825490196073,378.4705882352941,399.1862745098039,425.5490196078432
57.0,173.49019607843138,247.54901960784315,268.49103921568627,285.01960784313724,337.4103475586313,337.4662103037294,364.0600196078432,378.52941176470586,399.34313725490193,425.7647058823529
58.0,173.76470588235293,247.66666666666663,268.63170588235295,285.15686274509807,337.51326412918115,337.48581314878896,364.1603725490196,378.6078431372549,399.5196078431373,425.9803921568628
59.0,174.0392156862745,247.7843137254902,268.76811764705883,285.3137254901961,337.6151795463283,337.5446305267204,364.2626470588235,378.6666666666667,399.7450980392157,426.1960784313725
60.0,174.31372549019608,247.92156862745097,268.9002549019608,285.47058823529414,337.71606958861975,337.642677431757,364.3864509803922,378.72549019607845,399.9803921568628,426.3921568627451
61.0,174.58823529411765,248.0392156862745,269.02813725490194,285.6274509803921,337.81515224913494,337.72111303344866,364.4925490196079,378.7843137254902,400.2058823529412,426.5882352941176
62.0,174.86274509803923,248.1764705882353,269.1517450980392,285.7843137254902,337.913569396386,337.7995301806998,364.599431372549,378.84313725490193,400.421568627451,426.7843137254902
63.0,175.11764705882354,248.31372549019608,269.2710980392157,285.94117647058823,338.0117008842753,337.87795578623604,364.70707843137257,378.921568627451,400.6372549019608,426.9803921568628
64.0,175.37254901960785,248.45098039215685,269.3861960784314,286.0980392156863,338.1099300269127,337.95638100730497,364.7958823529412,379.0,400.8333333333333,427.1764705882353
65.0,175.62745098039215,248.5686274509804,269.4970196078432,286.2352941176471,338.2082937331796,338.093646674356,364.92466666666667,379.078431372549,401.02941176470586,427.3725490196079
66.0,175.88235294117646,248.64705882352945,269.6035882352941,286.37254901960785,338.30720184544407,338.2505155709343,365.0542352941176,379.15686274509807,401.2205882352941,427.5686274509804
67.0,176.13725490196077,248.76470588235293,269.7058823529412,286.4901960784314,338.40631564782774,338.4269823144945,365.2037843137255,379.2352941176471,401.4264705882353,427.7647058823529
